Campaign Name,Ad Group Name,Targeting,Match Type,impressions,clicks,orders,spend,sales,ACoS(%),CVR(%),CPC($),销售占比(%),花费占比(%),label,action,adj_pct,adj_dollar,reason
DL_0_合集_dual相关,dual相关,dual dog leash belt,EXACT,1,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_dual相关,dual相关,dual dog leash for big dogs,EXACT,4,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_dual相关,dual相关,dual dog leash for small dogs,EXACT,509,4,0,3.81,0.0,,0.0,0.95,0.0,0.1,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_dual相关,dual相关,dual dog leash tangle free,EXACT,82,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_dual相关,dual相关,dual swivel dog leash,EXACT,37,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_dual相关,dual相关,lightweight dual dog leash,EXACT,0,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_dual相关,dual相关,no tangle dual leash,EXACT,38,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_duo相关,duo相关,duo dog leash,EXACT,8,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_duo相关,duo相关,duo dog leash tangle free,EXACT,12,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,coupling straps for dog leash,EXACT,6,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,dog leash multipack,EXACT,203,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,dog leash swivel,EXACT,153,1,0,0.93,0.0,,0.0,0.93,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_other相关,other,dog leash y,EXACT,148,1,0,1.2,0.0,,0.0,1.2,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.12,无出单，降低无效花费
DL_0_合集_other相关,other,duel leash,EXACT,11,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,front and back clip dog leash,EXACT,4,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,leash for toy poodles,EXACT,4,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,lettuce pets leash,EXACT,48,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,multidog walking leash,EXACT,8,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,tandem dog leash for small dogs,EXACT,525,5,0,5.869999999999999,0.0,,0.0,1.17,0.0,0.16,⚪ 低点击不出单,↘ 降价,-10%,$0.12,无出单，降低无效花费
DL_0_合集_other相关,other,tandem dog leash no tangle,EXACT,414,2,0,1.82,0.0,,0.0,0.91,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_other相关,other,tandem leash,EXACT,254,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_other相关,other,y leash,EXACT,0,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,coupler dog,EXACT,98,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,dog coupler,EXACT,419,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,dog leash couple,EXACT,20,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,dog leash coupler no tangle,EXACT,75,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,dog leash coupler swivel,EXACT,61,1,0,1.26,0.0,,0.0,1.26,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.13,无出单，降低无效花费
DL_0_合集_splitter coupler相关,splitter coupler,dog leash splitter with handle,EXACT,43,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,dog splitter leash,EXACT,133,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,leash coupler dogs,EXACT,4,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,leash splitter for small dogs,EXACT,99,1,0,0.7,0.0,,0.0,0.7,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.07,无出单，降低无效花费
DL_0_合集_splitter coupler相关,splitter coupler,no tangle leash splitter,EXACT,69,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,split leash for dogs,EXACT,39,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_splitter coupler相关,splitter coupler,split leash for small dogs,EXACT,42,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,adjustable two dog leash,EXACT,27,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,dog leash for two,EXACT,331,1,0,0.89,0.0,,0.0,0.89,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_two相关,two相关,dog leash small dogs two dogs,EXACT,5,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,dog leash to walk two dogs,EXACT,94,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,dog leash two,EXACT,164,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,lead for two dogs,EXACT,31,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,leash for two digs,EXACT,10,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,leash attachment for 2 dogs,EXACT,123,2,0,2.05,0.0,,0.0,1.02,0.0,0.06,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_2相关,2相关,leash for dog walking 2 dogs,EXACT,5,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,leash splitter for 2 large dogs,EXACT,600,5,0,4.390000000000001,0.0,,0.0,0.88,0.0,0.12,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,leash splitter for 2 small dogs,EXACT,976,3,0,2.83,0.0,,0.0,0.94,0.0,0.08,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,leash with 2,EXACT,43,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,leash with 2 clips,EXACT,165,2,0,2.05,0.0,,0.0,1.02,0.0,0.06,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_2相关,2相关,one leash to walk 2 dogs,EXACT,2,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,split dog leash for 2 dogs,EXACT,2002,22,0,18.75,0.0,,0.0,0.85,0.0,0.51,🔴 高点击不出单,⛔ 大幅降价/暂停,-20%,$0.17,已积累22次点击仍无出单，转化严重不足
DL_0_合集_2相关,2相关,swivel dog leash for 2 dogs,EXACT,179,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,y leash for walking 2 dogs,EXACT,243,2,0,2.54,0.0,,0.0,1.27,0.0,0.07,⚪ 低点击不出单,↘ 降价,-10%,$0.13,无出单，降低无效花费
DL_0_合集_double相关,double相关,adjustable double leash for small dogs,EXACT,9,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_double相关,double相关,adjustable length double dog leash,EXACT,16,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_double相关,double相关,dog double leash no tangle,EXACT,228,2,0,1.8,0.0,,0.0,0.9,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_double相关,double相关,dog leash double clip,EXACT,1120,5,0,5.98,0.0,,0.0,1.2,0.0,0.16,⚪ 低点击不出单,↘ 降价,-10%,$0.12,无出单，降低无效花费
DL_0_合集_double相关,double相关,dog leash double ended,EXACT,162,4,0,3.97,0.0,,0.0,0.99,0.0,0.11,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,leash with two hooks,EXACT,93,1,0,0.99,0.0,,0.0,0.99,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,swivel dog leash for two dogs,EXACT,20,1,0,0.99,0.0,,0.0,0.99,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,tangle free leash for two dogs,EXACT,41,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,two dog lead,EXACT,264,2,0,1.98,0.0,,0.0,0.99,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,two dog lead no tangle,EXACT,298,1,0,0.99,0.0,,0.0,0.99,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,two dog leash adapter,EXACT,56,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,two dog leash hands free,EXACT,162,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,two dog leash no tangle retractable,EXACT,185,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,two dog leash small dog,EXACT,198,2,0,2.02,0.0,,0.0,1.01,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,two dog no tangle,EXACT,142,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,two dogs one leash,EXACT,182,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关,two相关,two handled dog leash,EXACT,1744,3,0,2.7,0.0,,0.0,0.9,0.0,0.07,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_two相关,two相关,two in one dog leash,EXACT,438,1,0,0.9,0.0,,0.0,0.9,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_two相关,two相关,two point leash,EXACT,3595,25,0,24.62,0.0,,0.0,0.98,0.0,0.67,🔴 高点击不出单,⛔ 大幅降价/暂停,-20%,$0.20,已积累25次点击仍无出单，转化严重不足
DL_0_合集_two相关,two相关,two small dog leash no tangle,EXACT,223,2,0,1.98,0.0,,0.0,0.99,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关,two相关,two way dog leash,EXACT,381,2,0,1.8900000000000001,0.0,,0.0,0.94,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_two相关多词,two相关多词,double dog leash for two large dogs,EXACT,455,4,0,3.8,0.0,,0.0,0.95,0.0,0.1,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_two相关多词,two相关多词,double leash attachment for two dogs,EXACT,209,2,0,2.52,0.0,,0.0,1.26,0.0,0.07,⚪ 低点击不出单,↘ 降价,-10%,$0.13,无出单，降低无效花费
DL_0_合集_two相关多词,two相关多词,double leash for 2 medium dogs,EXACT,2,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关多词,two相关多词,double leash for two dogs retractable,EXACT,661,2,0,1.72,0.0,,0.0,0.86,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_two相关多词,two相关多词,double leash for two small dogs no tangle,EXACT,229,11,0,13.03,0.0,,0.0,1.18,0.0,0.35,🔴 高点击不出单,⛔ 大幅降价/暂停,-20%,$0.24,已积累11次点击仍无出单，转化严重不足
DL_0_合集_two相关多词,two相关多词,dual leads for 2 dogs,EXACT,7,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关多词,two相关多词,dual leash attachment for 2 dogs,EXACT,81,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_two相关多词,two相关多词,dual walking leash for two dogs,EXACT,76,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),7以上,dog leash for 2 small dogs tangle free,EXACT,91,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),7以上,double dog leash for two dogs no tangle,EXACT,381,1,0,1.04,0.0,,0.0,1.04,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_长尾词(7),7以上,two point control dog leash for one dog,EXACT,371,1,0,0.75,0.0,,0.0,0.75,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.08,无出单，降低无效花费
DL_0_合集_长尾词(7),长尾词7,adjustable double dog leash for two dogs,EXACT,6,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,dog leash splitter 2 dogs heavy duty,EXACT,318,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,dog leash splitter for two large dogs,EXACT,165,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,double dog leash no tangle small dogs,EXACT,144,1,0,0.84,0.0,,0.0,0.84,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.08,无出单，降低无效花费
DL_0_合集_长尾词(7),长尾词7,double lead dog leash for small dogs,EXACT,5,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,dual dog leash with tangle-free small dog,EXACT,15,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,no tangle double dog leash small dogs,EXACT,371,1,0,0.84,0.0,,0.0,0.84,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.08,无出单，降低无效花费
DL_0_合集_长尾词(7),长尾词7,two dog leash no tangle heavy duty,EXACT,457,1,0,1.13,0.0,,0.0,1.13,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.11,无出单，降低无效花费
DL_0_合集_长尾词(7),长尾词7,two point control leash for dog harness,EXACT,213,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,two point control leash for small dogs,EXACT,3,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_长尾词(7),长尾词7,y leash for walking 2 large dogs,EXACT,64,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,2 point control leash,EXACT,340,9,0,8.97,0.0,,0.0,1.0,0.0,0.24,🔴 高点击不出单,⛔ 大幅降价/暂停,-20%,$0.20,已积累9次点击仍无出单，转化严重不足
DL_0_合集_2相关,2相关,2 point control leash for dogs,EXACT,48,1,0,0.86,0.0,,0.0,0.86,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,2 point leash for 1 dog,EXACT,234,9,0,9.51,0.0,,0.0,1.06,0.0,0.26,🔴 高点击不出单,⛔ 大幅降价/暂停,-20%,$0.21,已积累9次点击仍无出单，转化严重不足
DL_0_合集_2相关,2相关,2 point training leash,EXACT,47,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,2 way dog coupler,EXACT,212,2,0,1.9000000000000001,0.0,,0.0,0.95,0.0,0.05,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_2相关,2相关,2dog leash no tangle,EXACT,285,1,0,0.86,0.0,,0.0,0.86,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,anti tangle 2 dog leash,EXACT,61,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,dog coupler for 2 small dogs,EXACT,296,1,0,1.26,0.0,,0.0,1.26,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.13,无出单，降低无效花费
DL_0_合集_2相关,2相关,dog leash 2 dogs,EXACT,376,4,0,3.69,0.0,,0.0,0.92,0.0,0.1,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,dog leash attachment for 2 dogs,EXACT,38,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,dog leash for 2,EXACT,9,1,0,0.86,0.0,,0.0,0.86,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,dog leash for 2 dogs small,EXACT,67,1,0,0.68,0.0,,0.0,0.68,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.07,无出单，降低无效花费
DL_0_合集_2相关,2相关,leash adapter for 2 dogs,EXACT,39,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_2_chew proof dog leash,Exact,chew proof dog leash,EXACT,598,3,0,3.24,0.0,,0.0,1.08,0.0,0.09,⚪ 低点击不出单,↘ 降价,-10%,$0.11,无出单，降低无效花费
DL_3_2 dog leash tangle free for large dogs_FX_0113,精准,2 dog leash tangle free for large dogs,EXACT,600,7,0,7.21,0.0,,0.0,1.03,0.0,0.2,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_3_dual leashes for 2 dogs no tangle,精准,dual leashes for 2 dogs no tangle,EXACT,468,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_3_two dog leash_FX_0624,精准,two dog leash,EXACT,727,2,0,1.4,0.0,,0.0,0.7,0.0,0.04,⚪ 低点击不出单,↘ 降价,-10%,$0.07,无出单，降低无效花费
DL_5_double leash for no pull harness_DW_捡漏,精准,double leash for no pull harness,EXACT,19,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_5_double retractable dog leash for two dogs,Exact,double retractable dog leash for two dogs,EXACT,868,2,0,2.08,0.0,,0.0,1.04,0.0,0.06,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_5_dual dog leash no tangle,Exact,dual dog leash no tangle,EXACT,1191,3,0,3.3899999999999997,0.0,,0.0,1.13,0.0,0.09,⚪ 低点击不出单,↘ 降价,-10%,$0.11,无出单，降低无效花费
A-双头绳定位,双头绳定位,"asin-expanded=""B0D634Z237""",-,60,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_two dog leash splitter_FX_1117,精准,two dog leash splitter,EXACT,485,1,0,1.2,0.0,,0.0,1.2,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.12,无出单，降低无效花费
DL_0_two point dog leash_DW_1117,精准,two point dog leash,EXACT,732,9,0,9.88,0.0,,0.0,1.1,0.0,0.27,🔴 高点击不出单,⛔ 大幅降价/暂停,-20%,$0.22,已积累9次点击仍无出单，转化严重不足
DL_0_合集_2相关,2相关,2 dog lead splitter,EXACT,152,3,0,2.9899999999999998,0.0,,0.0,1.0,0.0,0.08,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_0_合集_2相关,2相关,2 dog leash small dogs,EXACT,120,1,0,0.86,0.0,,0.0,0.86,0.0,0.02,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_0_合集_2相关,2相关,2 dog swivel leash,EXACT,27,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,2 dog tie out,EXACT,108,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,2 hounds design freedom no-pull leash,EXACT,13,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,2 in 1 dog leash for small dogs,EXACT,6,1,0,1.27,0.0,,0.0,1.27,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.13,无出单，降低无效花费
DL_0_合集_2相关,2相关,2 lead dog leash no tangle,EXACT,24,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_合集_2相关,2相关,2 leashes in one,EXACT,13,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_4_multi dog leash_DW_1117,Exact,multi dog leash,EXACT,306,5,0,4.62,0.0,,0.0,0.92,0.0,0.13,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
DL_4_tangle free dog leash for 2 dogs,Exact,tangle free dog leash for 2 dogs,EXACT,991,4,0,3.45,0.0,,0.0,0.86,0.0,0.09,⚪ 低点击不出单,↘ 降价,-10%,$0.09,无出单，降低无效花费
A-双头绳定位,双头绳定位,"asin-expanded=""B0CHJ1M17S""",-,3,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_5_small dog leashes,Exact,small dog leashes,EXACT,1619,7,0,7.0600000000000005,0.0,,0.0,1.01,0.0,0.19,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
DL_5_tandem dog leash,Exact,tandem dog leash,EXACT,119,2,0,1.29,0.0,,0.0,0.64,0.0,0.03,⚪ 低点击不出单,↘ 降价,-10%,$0.06,无出单，降低无效花费
DL_5_tangle free dog leash for 2 dogs_DW_1117,精准,tangle free dog leash for 2 dogs,EXACT,6,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_duel dog leash for 2_UD_1117,精准,duel dog leash for 2,EXACT,418,2,0,2.24,0.0,,0.0,1.12,0.0,0.06,⚪ 低点击不出单,↘ 降价,-10%,$0.11,无出单，降低无效花费
DL_0_leash coupler for 2 dogs_FX_0624_1117,精准,leash coupler for 2 dogs,EXACT,1760,5,0,5.2,0.0,,0.0,1.04,0.0,0.14,⚪ 低点击不出单,↘ 降价,-10%,$0.10,无出单，降低无效花费
A-双头绳定位,双头绳定位,"asin-expanded=""B072BF547Q""",-,40,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_0_pet dreamland two dog leash no tangle,精准,pet dreamland two dog leash no tangle,EXACT,15,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
A-双头绳定位,双头绳定位,"asin-expanded=""B00589G9YY""",-,28,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
DL_5_leash for 2 dogs no tangle,Exact,leash for 2 dogs no tangle,EXACT,134,0,0,0.0,0.0,,,,0.0,0.0,— 无点击,观察,0%,$0.00,无流量，检查出价是否过低
